outer_lake,source_site,normalized_source_site,countries,water_body_type_codes,group_count,dataset_ids,organization_ids,tss_methods,raw_record_count,centroid_lat,centroid_lon,eligible_target_site,auxiliary_source_site,exact_name_collision_with_outer,normalized_name_collision_with_outer
Lake Kummerow,Lake Ruusmae,ruusmae,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,57.635500,27.085000,False,True,False,False
Lake Kummerow,Lake Rybiec,rybiec,Poland,1,5,FicekD_PL_APSL,APSL,APSL TSS,5,54.295000,17.156000,False,True,False,False
Lake Kummerow,Lake Saadjarv,saadjarv,Estonia,1,4,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,4,58.535000,26.665500,False,True,False,False
Lake Kummerow,Lake Sheppard,sheppard,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.762000,172.250000,False,True,False,False
Lake Kummerow,Lake Siika-Kama,siika kama,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.225000,26.484000,False,True,False,False
Lake Kummerow,Lake Soitsjärv,soitsjarv,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.558000,26.682000,False,True,False,False
Lake Kummerow,Lake Sumner,sumner,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.699000,172.218000,False,True,False,False
Lake Kummerow,Lake Swan/Rotootuaruru,swan rotootuaruru,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.331000,174.142000,False,True,False,False
Lake Kummerow,Lake Taharoa,taharoa,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-38.159000,174.736000,False,True,False,False
Lake Kummerow,Lake Tamula,tamula,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.844000,26.985000,False,True,False,False
Lake Kummerow,Lake Tarawera,tarawera,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.206000,176.427500,False,True,False,False
Lake Kummerow,Lake Taupo,taupo,New Zealand,1,4,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,4,-38.765500,176.009500,False,True,False,False
Lake Kummerow,Lake Taylor,taylor,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.769000,172.237000,False,True,False,False
Lake Kummerow,Lake Tekapo,tekapo,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.930000,170.527000,False,True,False,False
Lake Kummerow,Lake Tikitapu,tikitapu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.198000,176.335000,False,True,False,False
Lake Kummerow,Lake Tuggeranong,tuggeranong,Australia,1,1,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,1,-35.409000,149.066000,False,True,False,False
Lake Kummerow,Lake Tutira,tutira,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-39.227000,176.893000,False,True,False,False
Lake Kummerow,Lake Udsu,udsu,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.906000,25.861000,False,True,False,False
Lake Kummerow,Lake Vanttausjarvi,vanttausjarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.487000,26.609000,False,True,False,False
Lake Kummerow,Lake Verevi,verevi,Estonia,1,3,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,3,58.231000,26.405000,False,True,False,False
Lake Kummerow,Lake Victoria,victoria,Australia,1,3,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,3,-33.985000,141.275000,False,True,False,False
Lake Kummerow,Lake Viljandi,viljandi,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.357000,25.603000,False,True,False,False
Lake Kummerow,Lake Vortsjarv,vortsjarv,Estonia,1,15,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,15,58.215000,26.051000,False,True,False,False
Lake Kummerow,Lake Vuoskujarvi,vuoskujarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.433000,26.550000,False,True,False,False
Lake Kummerow,Lake Vänern,vanern,Sweden,1,7,SpyrakosE_GB_STIR,STIR,APHA 2540 D,7,58.690000,13.222000,False,True,False,False
Lake Kummerow,Lake Waahi,waahi,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.557500,175.125000,False,True,False,False
Lake Kummerow,Lake Waikare,waikare,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.426000,175.200000,False,True,False,False
Lake Kummerow,Lake Waikaremoana,waikaremoana,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.774000,177.110000,False,True,False,False
Lake Kummerow,Lake Waikere,waikere,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-35.799000,173.630000,False,True,False,False
Lake Kummerow,Lake Waikopiro,waikopiro,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-39.235000,176.895000,False,True,False,False
Lake Kummerow,Lake Wainui,wainui,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.101000,173.882000,False,True,False,False
Lake Kummerow,Lake Wairepo Arm,wairepo arm,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-44.299000,170.079000,False,True,False,False
Lake Kummerow,Lake Waitawa,waitawa,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-40.725000,175.170000,False,True,False,False
Lake Kummerow,Lake Wakatipu,wakatipu,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-45.025500,168.557500,False,True,False,False
Lake Kummerow,Lake Wanaka,wanaka,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-44.490000,169.139000,False,True,False,False
Lake Kummerow,Lake Waubesa,waubesa,United States of America (the),1,9,GrebSR_US_WDNR,WDNR,APHA 2540 D,9,43.010000,-89.320000,False,True,False,False
Lake Kummerow,Lake Whangape,whangape,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.468500,175.053000,False,True,False,False
Lake Kummerow,Lake Winnebago,winnebago,United States of America (the),1,10,GrebSR_US_WDNR,WDNR,APHA 2540 D,10,43.963500,-88.428000,False,True,False,False
Lake Kummerow,Lake Winneconne,winneconne,United States of America (the),1,4,GrebSR_US_WDNR,WDNR,APHA 2540 D,4,44.143000,-88.736000,False,True,False,False
Lake Kummerow,Lake Winnipeg,winnipeg,Canada,1,45,BindingC_CA_ECCC,ECCC,ECCC TSS,45,52.104000,-97.129000,True,False,False,False
Lake Kummerow,Lake Wisconsin,wisconsin,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,43.381000,-89.597000,False,True,False,False
Lake Kummerow,Lake Wissota,wissota,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,44.948500,-91.325500,False,True,False,False
Lake Kummerow,Lake Zug,zug,Switzerland,1,3,WertherM_GB_STIR,STIR,APHA 2540 D,3,47.128000,8.482000,False,True,False,False
Lake Kummerow,Lake Zurich,zurich,Switzerland,1,3,WertherM_GB_STIR,STIR,APHA 2540 D,3,47.220000,8.726000,False,True,False,False
Lake Kummerow,Lake Łebsko,ebsko,Poland,1,32,FicekD_PL_APSL,APSL,APSL TSS,32,54.717000,17.419000,True,False,False,False
Lake Kummerow,"Little Pee Dee River, SC",little pee dee river sc,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,33.736000,-79.224000,False,True,False,False
Lake Kummerow,Loch Lomond,loch lomond,United Kingdom of Great Britain and Northern Ireland (the),5,5,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,56.064000,-4.601000,False,True,False,False
Lake Kummerow,Loenderveensche Plas,loenderveensche plas,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.201000,5.060000,False,True,False,False
Lake Kummerow,Loenderveense Plas West,loenderveense plas west,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.216000,5.062000,False,True,False,False
Lake Kummerow,Loenderveense Plas oost,loenderveense plas oost,Netherlands (the),1,2,DekkerAG_NL_VU,VU,VU TSS,2,52.201000,5.060000,False,True,False,False
Lake Kummerow,Long Lake,long,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.702000,-91.692000,False,True,False,False
Lake Kummerow,Loosdrechtse Plassen,loosdrechtse plassen,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.173000,5.062000,False,True,False,False
Lake Kummerow,Loosdrechtse plassen Stille plas,loosdrechtse plassen stille plas,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.183000,5.094000,False,True,False,False
Lake Kummerow,Loosdtrechtse plassen nr5,loosdtrechtse plassen nr5,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.173000,5.070000,False,True,False,False
Lake Kummerow,Loskop,loskop,South Africa,1,12,MatthewsM_ZA_UCT,UCT,APHA 2540 D,38,-25.453000,29.288000,False,True,False,False
Lake Kummerow,"Lydia Ann Channel, TX",lydia ann channel tx,United States of America (the),2,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,27.869000,-97.049000,False,True,False,False
Lake Kummerow,"Lyons Bay, FL",lyons bay fl,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.117000,-82.467000,False,True,False,False
Lake Kummerow,"Mackay River, GA",mackay river ga,United States of America (the),4,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.231000,-81.430000,False,True,False,False
Lake Kummerow,Maggiore,maggiore,Italy,1,11,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,13,45.949000,8.621000,False,True,False,False
Lake Kummerow,Mamiraua,mamiraua,Brazil,1,6,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,6,-2.941000,-64.961000,False,True,False,False
Lake Kummerow,Mangakaware,mangakaware,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.932000,175.220000,False,True,False,False
Lake Kummerow,Mantova,mantova,Italy,1,31,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,33,45.162000,10.777000,True,False,False,False
Lake Kummerow,Mapourika,mapourika,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.303000,170.215000,False,True,False,False
Lake Kummerow,Markermeer De hemmelanden,markermeer de hemmelanden,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.460000,5.046000,False,True,False,False
Lake Kummerow,McConaughy Lake,mcconaughy,United States of America (the),1,5,GitelsonAA_US_UNL,UNL,APHA 2540 D,5,41.249000,-101.819000,False,True,False,False
Lake Kummerow,Mekong River,mekong river,Viet Nam,3,3,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,3,9.591000,106.376000,False,True,False,False
Lake Kummerow,Metonga Lake,metonga,United States of America (the),1,9,GrebSR_US_WDNR,WDNR,APHA 2540 D,9,45.540000,-88.904000,False,True,False,False
Lake Kummerow,"Middle Bay, MS",middle bay ms,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,30.379000,-88.402000,False,True,False,False
Lake Kummerow,Minnetonka Halstead's Bay,minnetonka halstead s bay,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.909000,-93.684000,False,True,False,False
Lake Kummerow,Minnetonka Stubbs Bay,minnetonka stubbs bay,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.968000,-93.616000,False,True,False,False
Lake Kummerow,Minnetonka West Arm,minnetonka west arm,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.946000,-93.636000,False,True,False,False
Lake Kummerow,"Mississippi Sound, MS",mississippi sound ms,United States of America (the),2,5,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,5,30.315000,-88.440000,False,True,False,False
Lake Kummerow,"Missouri River, NE",missouri river ne,United States of America (the),4,9,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,41.267000,-95.921000,False,True,False,False
Lake Kummerow,Moeraki,moeraki,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.732000,169.284000,False,True,False,False
Lake Kummerow,"Monie Bay, MD",monie bay md,United States of America (the),2,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,38.222000,-75.827000,False,True,False,False
Lake Kummerow,Monowai,monowai,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-45.853000,167.431000,False,True,False,False
Lake Kummerow,"Moore's Lake, DE",moore s de,United States of America (the),1,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,39.128000,-75.522000,False,True,False,False
Lake Kummerow,Morse Reservoir,morse,United States of America (the),1,53,LiL_US_IUPUI,IUPUI,IUPUI TSS,53,40.093000,-86.040000,True,False,False,False
Lake Kummerow,Mulargia,mulargia,Italy,1,11,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,11,39.619000,9.245000,False,True,False,False
Lake Kummerow,"Murderkill River, DE",murderkill river de,United States of America (the),4,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,39.024500,-75.422500,False,True,False,False
Lake Kummerow,"N Rigolets Bayou, MS",n rigolets bayou ms,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,30.366000,-88.411000,False,True,False,False
Lake Kummerow,NIOZ jetty,nioz jetty,Netherlands (the),2,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,53.002000,4.789000,False,True,False,False
Lake Kummerow,Naardermeer-Spookgat,naardermeer spookgat,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.303000,5.107000,False,True,False,False
Lake Kummerow,"Neuse River, NC",neuse river nc,United States of America (the),4,7,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,7,35.135000,-77.049000,False,True,False,False
Lake Kummerow,Nightevecht,nightevecht,Netherlands (the),4,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.274000,5.023000,False,True,False,False
Lake Kummerow,North Sea,north sea,Netherlands (the),3,12,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,22,53.407500,4.495000,False,True,False,False
Lake Kummerow,"Nueces Bay, TX",nueces bay tx,United States of America (the),2,6,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,7,27.848000,-97.416000,False,True,False,False
Lake Kummerow,Ogallala Lake,ogallala,United States of America (the),1,7,GitelsonAA_US_UNL,UNL,APHA 2540 D,7,41.214000,-101.663000,False,True,False,False
Lake Kummerow,"Ogeechee River, GA",ogeechee river ga,United States of America (the),4,17,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,18,31.945000,-81.287000,False,True,False,False
Lake Kummerow,Ohinewai,ohinewai,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.494000,175.171000,False,True,False,False
Lake Kummerow,"Osabaw Sound, GA",osabaw sound ga,United States of America (the),2,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.831000,-81.036000,False,True,False,False
Lake Kummerow,"Otter Point Creek, MD",otter point creek md,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,39.446000,-76.244000,False,True,False,False
Lake Kummerow,"Pamlico Sound, NC",pamlico sound nc,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,35.051000,-76.303000,False,True,False,False
Lake Kummerow,Paringa,paringa,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-43.715500,169.400000,False,True,False,False
Lake Kummerow,Parnu Bay,parnu bay,Estonia,2,14,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,58.283500,24.418500,False,True,False,False
Lake Kummerow,"Patuxent River, MD",patuxent river md,United States of America (the),4,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,38.462500,-76.636500,False,True,False,False
Lake Kummerow,Pelican Lake,pelican,United States of America (the),1,9,GrebSR_US_WDNR,WDNR,APHA 2540 D,9,45.511000,-89.195000,False,True,False,False
Lake Kummerow,Petenwell Lake,petenwell,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,44.143000,-89.975500,False,True,False,False
Lake Kummerow,Pine Lake,pine,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,45.678500,-88.980500,False,True,False,False
Lake Kummerow,Plum Island Estuary,plum island estuary,United States of America (the),2,23,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,42.738000,-70.821000,False,True,False,False
Lake Kummerow,"Point Aux Chenes Bay, MS",point aux chenes bay ms,United States of America (the),2,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,30.352000,-88.446000,False,True,False,False
Lake Kummerow,Rainbow Flowage,rainbow flowage,United States of America (the),1,4,GrebSR_US_WDNR,WDNR,APHA 2540 D,4,45.856500,-89.519000,False,True,False,False
Lake Kummerow,Red River,red river,Viet Nam,4,40,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,21.287500,105.390000,False,True,False,False
Lake Kummerow,"Redfish Bay, TX",redfish bay tx,United States of America (the),2,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,27.901000,-97.099000,False,True,False,False
Lake Kummerow,"Rhode River, MD",rhode river md,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,38.866000,-76.514000,False,True,False,False
Lake Kummerow,Roatan Island Inshore,roatan island inshore,Honduras,3,5,SchallesJ_US_Creighton,Creighton,Creighton TSS,5,16.327000,-86.534000,False,True,False,False
Lake Kummerow,Roatan Island Offshore,roatan island offshore,Honduras,3,10,SchallesJ_US_Creighton,Creighton,Creighton TSS,10,16.323500,-86.583000,False,True,False,False
Lake Kummerow,"Roberts Bay, FL",roberts bay fl,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.110000,-82.455000,False,True,False,False
Lake Kummerow,Rock Lake,rock,United States of America (the),1,12,GrebSR_US_WDNR,WDNR,APHA 2540 D,12,43.080000,-88.929000,False,True,False,False
Lake Kummerow,Roodeplaat,roodeplaat,South Africa,1,17,KravitzJ_ZA_UCT,UCT,APHA 2540 D,17,-25.626000,28.372000,False,True,False,False
Lake Kummerow,Rosarito,rosarito,Spain,1,2,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,2,40.103000,-5.311500,False,True,False,False
Lake Kummerow,Rotognaro,rotognaro,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.485000,175.118000,False,True,False,False
Lake Kummerow,Rotognaroiti,rotognaroiti,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.477000,175.108000,False,True,False,False
Lake Kummerow,Rotoroa,rotoroa,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-41.855000,172.643000,False,True,False,False
Lake Kummerow,Round Lake,round,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,46.008000,-91.324000,False,True,False,False
Lake Kummerow,Sakatah,sakatah,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.227000,-93.518000,False,True,False,False
Lake Kummerow,"San Antonio Bay, TX",san antonio bay tx,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,28.206000,-96.822000,False,True,False,False
Lake Kummerow,"Sapelo Sound, GA",sapelo sound ga,United States of America (the),2,7,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,15,31.541000,-81.207000,False,True,False,False
Lake Kummerow,"Satilla River, GA",satilla river ga,United States of America (the),4,8,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,8,30.961500,-81.763500,False,True,False,False
Lake Kummerow,Serpentine North,serpentine north,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.942000,175.319000,False,True,False,False
Lake Kummerow,Seto-Inland Sea,seto inland sea,Japan,3,51,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,33.603000,131.707000,False,True,False,False
Lake Kummerow,Shawano Lake,shawano,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,44.809000,-88.514000,False,True,False,False
Lake Kummerow,Shirakaba,shirakaba,Japan,1,2,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,2,36.105500,138.235000,False,True,False,False
Lake Kummerow,Soai Rap River,soai rap river,Viet Nam,3,6,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,6,10.572000,106.778500,False,True,False,False
Lake Kummerow,South China Sea,south china sea,Viet Nam,3,45,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,47,9.963000,106.917000,False,True,False,False
Lake Kummerow,"South End Ceek, GA",south end ceek ga,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,31.396000,-81.280000,False,True,False,False
Lake Kummerow,"South River, MD",south river md,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,38.923000,-76.509000,False,True,False,False
Lake Kummerow,Spiegel- en Blijkpolderplas,spiegel en blijkpolderplas,Netherlands (the),1,2,DekkerAG_NL_VU,VU,VU TSS,2,52.268500,5.062500,False,True,False,False
Lake Kummerow,Spirit River Flowage,spirit river flowage,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.445000,-89.769000,False,True,False,False
Lake Kummerow,"St. Helena Sound, SC",st helena sound sc,United States of America (the),2,5,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,5,32.455000,-80.443000,False,True,False,False
Lake Kummerow,"St. Johns River, FL",st johns river fl,United States of America (the),4,6,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,7,29.619500,-81.679500,False,True,False,False
Lake Kummerow,"St. Jones River, DE",st jones river de,United States of America (the),4,8,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,8,39.081000,-75.450000,False,True,False,False
Lake Kummerow,"St. Leonard Creek, MD",st leonard creek md,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,38.394000,-76.503000,False,True,False,False
Lake Kummerow,"St. Marys River, GA",st marys river ga,United States of America (the),4,22,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,23,30.723000,-81.585500,False,True,False,False
Lake Kummerow,"St. Pierre Creek, SC",st pierre creek sc,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,8,32.539000,-80.349000,False,True,False,False
Lake Kummerow,"St. Simons Sound, GA",st simons sound ga,United States of America (the),2,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.131000,-81.398000,False,True,False,False
Lake Kummerow,Suwa,suwa,Japan,1,9,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,9,36.051000,138.085000,False,True,False,False
Lake Kummerow,Taihu,taihu,China,1,188,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,195,31.302000,120.175000,True,False,False,False
Lake Kummerow,Te Anau,te anau,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-45.347000,167.702000,False,True,False,False
Lake Kummerow,Te Koutu,te koutu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.889000,175.470000,False,True,False,False
Lake Kummerow,"Teakettle Creek, GA",teakettle creek ga,United States of America (the),2,3,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,3,31.472000,-81.304000,False,True,False,False
Lake Kummerow,Theewaterskloof,theewaterskloof,South Africa,1,4,MatthewsM_ZA_UCT,UCT,APHA 2540 D,9,-34.029000,19.209000,False,True,False,False
Lake Kummerow,Tokyo Bay,tokyo bay,Japan,3,62,HigaH_JP_YNU,YNU,APHA 2540 D,62,35.554000,139.906000,False,True,False,False
Lake Kummerow,Trasimeno,trasimeno,Italy,1,18,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,25,43.122500,12.129000,False,True,False,False
Lake Kummerow,Trout Lake,trout,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,46.034500,-89.668500,False,True,False,False
Lake Kummerow,Ullswater,ullswater,United Kingdom of Great Britain and Northern Ireland (the),1,4,SpyrakosE_GB_STIR,STIR,APHA 2540 D,4,54.574500,-2.898500,False,True,False,False
Lake Kummerow,Vaal,vaal,South Africa,1,6,KravitzJ_ZA_UCT,UCT,APHA 2540 D,6,-26.903000,28.134000,False,True,False,False
Lake Kummerow,Vecht (Breukelen/Nieuwersluis),vecht breukelen nieuwersluis,Netherlands (the),4,1,DekkerAG_NL_VU,VU,VU TSS,1,52.206000,5.022000,False,True,False,False
Lake Kummerow,Vecht (Loenen),vecht loenen,Netherlands (the),4,1,DekkerAG_NL_VU,VU,VU TSS,1,52.202000,5.021000,False,True,False,False
Lake Kummerow,Victory Lake,victory,United States of America (the),1,3,GitelsonAA_US_UNL,UNL,APHA 2540 D,3,41.439000,-96.536000,False,True,False,False
Lake Kummerow,Vinkeveenseplas jachthaven,vinkeveenseplas jachthaven,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.228000,4.946000,False,True,False,False
Lake Kummerow,Vuntus,vuntus,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.210000,5.075000,False,True,False,False
Lake Kummerow,Vuntus jachthaven,vuntus jachthaven,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.212000,5.068000,False,True,False,False
Lake Kummerow,"Waccamaw River, SC",waccamaw river sc,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,33.469000,-79.158000,False,True,False,False
Lake Kummerow,Wachtels Lagoon,wachtels lagoon,Australia,1,3,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,3,-34.234000,140.368000,False,True,False,False
Lake Kummerow,Wahapo,wahapo,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.250000,170.265000,False,True,False,False
Lake Kummerow,"Wassau Sound, GA",wassau sound ga,United States of America (the),3,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.925000,-80.967000,False,True,False,False
Lake Kummerow,Waterleidingplas,waterleidingplas,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.215000,5.044000,False,True,False,False
